brand_name,category,homepage_url,event_url,confidence,reason,status
"시그마","디지털","https://www.sigma-global.com/kr","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지가 없음. 뉴스 페이지는 있으나 이벤트/프로모션 목록 페이지 아님","not_found"
"탐론","디지털","https://www.sunphoto.co.kr","https://sunphoto.kr/page/event.html","high","키워드 매치: '이벤트'","found_quick"
"샌디스크","디지털","https://www.westerndigital.com/ko-kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"삼성 SSD","디지털","https://www.samsung.com/sec/memory-storage","https://www.samsung.com/sec/eventList/benefitzone/","high","키워드 매치: '삼성닷컴 회원 혜택'","found_quick"
"시게이트","디지털","https://www.seagate.com/kr/ko","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전, 특가 등 관련 페이지를 찾을 수 없음. 시게이트 코리아 홈페이지는 B2B/기술 중심의 구조로 소비자 대상 이벤트 페이지가 없는 것으로 판단됨.","not_found"
"하나투어","여행","https://www.hanatour.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"대한항공","여행","https://www.koreanair.com","https://www.koreanair.com/contents/promotion/guide/plcc_hub?eventCode=KAL00","high","키워드 매치: '1천원당 최대 5마일 적립에
항공권 최대 20만원 할인까지
4번째 목록 중 5번째'","found_quick"
"아시아나항공","여행","https://flyasiana.com","","low","링크 부족","skip"
"모두투어","여행","https://www.modetour.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"노랑풍선","여행","https://www.ybtour.co.kr","https://pkg.ybtour.co.kr/promotion/promotionDetail.yb?mstNo=20000031606","high","키워드 매치: '설레는 봄'","found_quick"
"인터파크 투어","여행","https://tour.interpark.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"롯데관광","여행","https://www.lottetour.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"제주항공","여행","https://www.jejuair.net","https://www.jejuair.net/ko/event/event.do","high","키워드 매치: '진행중인 이벤트 확인하고 프로모션 코드 받으러가기'","found_quick"
"진에어","여행","https://www.jinair.com","","low","링크 부족","skip"
"티웨이항공","여행","https://www.twayair.com","","low","링크 부족","skip"
"롯데월드","여행","https://www.lotteworld.com","","low","링크 부족","skip"
"에버랜드","여행","https://www.everland.com","","low","링크 부족","skip"
"신라호텔","여행","https://www.shilla.net","https://www.samsungcard.com/personal/event/ing/UHPPBE1403M0.jsp?cms_id=3733830","high","키워드 매치: 'Autumn Edition'","found_quick"
"롯데호텔","여행","https://www.lottehotel.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"예술의전당","문화","https://www.sac.or.kr","https://www.sac.or.kr/site/main/content/eventSpaceRentalForm","high","키워드 매치: '기타 행사공간 및 촬영장소'","found_quick"
"CGV","문화","https://www.cgv.co.kr","https://cgv.co.kr/evt/discountInformation","high","할인 정보 안내 페이지로, CGV의 이벤트/프로모션/할인 정보를 종합적으로 제공하는 목록 페이지","found_ai"
"롯데시네마","문화","https://www.lottecinema.co.kr","https://www.lottecinema.co.kr/NLCHS/Ticketing/DiscountGuide","medium","할인안내 페이지가 프로모션 관련 가장 적합한 페이지로 보임. 다만 명시적인 '이벤트' 또는 '프로모션' 목록 페이지는 제공되지 않는 것으로 보임","found_ai"
"메가박스","문화","https://www.megabox.co.kr","https://www.megabox.co.kr/event","high","키워드 매치: '이벤트'","found_quick"
"세종문화회관","문화","https://www.sejongpac.or.kr","https://www.sejongpac.or.kr/portal/main/main.do#none","high","키워드 매치: '이벤트'","found_quick"
"교보문고","문화","https://www.kyobobook.co.kr","","none","접속 실패: Cannot read properties of undefined (reading 'trim')
pptr:evaluate;collectLinks%20(file%3A%2F%2F%2FC%3A%2Fprojects%2Fpoppon%2Fscripts%2Fdetect-event-pages.ts%3A105%3A31):8:51","error"
"예스24","문화","https://www.yes24.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등의 전용 목록 페이지가 없음. 카테고리 및 마이페이지 관련 링크만 포함됨","not_found"
"알라딘","문화","https://www.aladin.co.kr","https://www.aladin.co.kr/events/wevent_main.aspx?start=we","high","키워드 매치: '이벤트'","found_quick"
"멜론티켓","문화","https://ticket.melon.com","https://ticket.melon.com/main/index.htm","high","키워드 매치: '이전 이벤트 보기'","found_quick"
"인터파크 티켓","문화","https://ticket.interpark.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"국립중앙박물관","문화","https://www.museum.go.kr","https://www.museum.go.kr/MUSEUM/contents/M0401010000.do?showType=type2&showTypeCode=event","high","키워드 매치: '행사'","found_quick"
"넷플릭스","문화","https://www.netflix.com/kr","","high","넷플릭스 홈페이지에는 이벤트/프로모션/할인 목록 페이지가 없음. 제공된 링크에 '이벤트', '프로모션', '할인', '기획전' 등 관련 페이지 미존재","not_found"
"티빙","문화","https://www.tving.com","https://www.tving.com/event/list?movePage=/event/list","high","키워드 매치: '이벤트'","found_quick"
"웨이브","문화","https://www.wavve.com","https://www.wavve.com/#","high","키워드 매치: '이벤트'","found_quick"
"멜론","문화","https://www.melon.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"지니뮤직","문화","https://www.genie.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"바이브","문화","https://vibe.naver.com","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지를 찾을 수 없습니다. 네이비게이션과 본문 링크 모두 음악 콘텐츠(앨범, 플레이리스트, 차트) 및 기본 메뉴에만 구성되어 있습니다.","not_found"
"플로","문화","https://www.music-flo.com","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지를 찾을 수 없음. 네비게이션에 해당 카테고리 링크 미존재","not_found"
"윌라","문화","https://www.welaaa.com","https://www.welaaa.com/membership","high","키워드 매치: '2월 특별 이벤트무료 혜택까지'","found_quick"
"밀리의 서재","문화","https://www.millie.co.kr","https://www.millie.co.kr/v4/event/z195a474s6h6234l?nav_hidden=y","high","키워드 매치: '완독챌린지'","found_quick"
"리디북스","문화","https://ridibooks.com","https://ridibooks.com/event/webtoon","high","키워드 매치: '더보기'","found_quick"
"카카오페이지","문화","https://page.kakao.com","https://page.kakao.com/menu/10000/screen/47","high","키워드 매치: '이벤트
탭, 총 10개 중 4번째'","found_quick"
"네이버 웹툰","문화","https://comic.naver.com","https://comic.naver.com/index#","high","키워드 매치: '(임직원혜택)'","found_quick"
"아토팜","키즈","https://www.atopalm.co.kr","","none","접속 실패: net::ERR_CERT_COMMON_NAME_INVALID at https://www.atopalm.co.kr","error"
"부가부","키즈","https://www.bugaboo.com/kr-ko","","high","제공된 링크 목록에 '이벤트', '프로모션', '할인', '혜택', '기획전' 등 이벤트 관련 페이지가 없음. '아울렛' 링크만 할인 가능성이 있으나 이는 상품 카테고리이며, 이벤트 목록 페이지로 볼 수 없음.","not_found"
"브라이텍스","키즈","https://www.britax.co.kr","","low","링크 부족","skip"
"다이치","키즈","https://www.daiichi.co.kr","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.daiichi.co.kr","error"
"베베쿡","키즈","https://www.bebecook.com","https://www.bebecook.com/page/event","high","키워드 매치: '이벤트/혜택'","found_quick"
"함소아","키즈","https://www.hamsoa.com","https://www.hamsoa.com/news/02/","high","키워드 매치: '이벤트'","found_quick"
"더블하트","키즈","https://www.doubleheart.co.kr","https://www.doubleheart.co.kr/board/event/read.html?no=877&board_no=8","high","키워드 매치: '카플친 혜택'","found_quick"
"베베숲","키즈","https://www.bebesup.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"압타밀","키즈","https://www.aptamil.co.kr","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.aptamil.co.kr","error"
"레고","키즈","https://www.lego.com/ko-kr","https://www.lego.com/ko-kr/page/lego-offers-promotions","high","키워드 매치: '행사'","found_quick"
"블루래빗","키즈","https://www.bluerabbit.co.kr","https://www.bluerabbit.co.kr/board/list.php?bdId=event","high","키워드 매치: 'EVENT'","found_quick"
"웅진북클럽","키즈","https://www.wjbookclub.co.kr","https://www.wjthinkbig.com/benefit/benefit.do","high","키워드 매치: '이벤트 · 혜택'","found_quick"
"밀크T","키즈","https://www.milkt.co.kr","https://www.milkt.co.kr/Event/UpperElementary","high","키워드 매치: '분할 배너 오른쪽 링크'","found_quick"
"키즈노트","키즈","https://www.kidsnote.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전, 특가 등과 관련된 페이지가 없음","not_found"
"하기스","키즈","https://www.huggies.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"군 기저귀","키즈","https://www.elleair.co.kr","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.elleair.co.kr","error"
"킨도","키즈","https://www.kindoh.co.kr","https://www.kindoh.co.kr/board/gallery/list.html?board_no=8","high","키워드 매치: '혜택/가이드'","found_quick"
"페넬로페","키즈","https://www.thefirsttouch.com","","high","제공된 링크에 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지가 없습니다. 해당 도메인은 도메인 판매 사이트(HugeDomains)이며, 페넬로페 브랜드의 공식 홈페이지가 아닙니다.","not_found"
"앙블랑","키즈","https://www.enblanc.co.kr","https://www.enblanc.co.kr/board/list.php?bdId=event&period=current","high","키워드 매치: '이벤트'","found_quick"
"브라운 물티슈","키즈","https://www.brown.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"유팡","키즈","https://www.upang.co.kr","https://www.upang.co.kr/shop1/front/php/b/board_list.php?board_no=8&is_pcver=T","high","키워드 매치: 'EVENT'","found_quick"
"해님 젖병소독기","키즈","https://www.haenim.co.kr","","low","링크 부족","skip"
"스펙트라","키즈","https://www.spectrababy.co.kr","https://www.spectrababy.co.kr/board/list.php?bdId=event&period=current","high","키워드 매치: 'EVENT'","found_quick"
"유니메드","키즈","https://www.unimed.co.kr","","low","링크 부족","skip"
"그린핑거","키즈","https://www.greenfinger.com","","high","제공된 링크 중 이벤트/프로모션/할인 관련 페이지 없음. 공지사항 페이지만 존재하며 명시적 이벤트 페이지 부재","not_found"
"무스텔라","키즈","https://www.mustela.co.kr","","none","접속 실패: net::ERR_CERT_COMMON_NAME_INVALID at https://www.mustela.co.kr","error"
"쁘리마쥬","키즈","https://www.primagekorea.com","https://www.primagekorea.com/EVENT","high","키워드 매치: '샘플 신청하기'","found_quick"
"몽디에스","키즈","https://www.mongdies.com","https://www.mongdies.com/product/list_event.html?cate_no=124","high","키워드 매치: '이벤트'","found_quick"
"종근당건강","건강","https://www.ckdhc.com","https://www.ckdpharm.com/promotion/newsList.do","high","키워드 매치: '홍보'","found_quick"
"정관장","건강","https://www.kgc.co.kr","","high","제공된 링크 목록에 '이벤트', '프로모션', '할인', '혜택', '기획전', '특가' 등의 키워드를 포함한 페이지가 없음. 정관장 홈페이지는 기업 소개, 브랜드, R&D, 미디어센터 중심 구성으로 보이며, 실제 이벤트/프로모션은 정관장몰(https://www.kgcshop.co.kr/)에서 진행되는 것으로 판단됨","not_found"
"고려은단","건강","https://www.koraeeundan.com","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.koraeeundan.com","error"
"세노비스","건강","https://www.cenovis.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"안국건강","건강","https://www.shopagh.com","https://www.shopagh.com/goods/event_sale.php?sno=351","high","키워드 매치: '[~66%]선물세트'","found_quick"
"뉴트리원","건강","https://www.nutrione.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"락토핏","건강","https://www.ckdhc.com/brands/lactofit","","low","링크 부족","skip"
"듀오락","건강","https://www.duolac.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"고려은단 비타민","건강","https://www.koraeeundan.com","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.koraeeundan.com","error"
"알마겔","건강","https://www.yuhan.co.kr","https://www.yuhan.co.kr/Invest/IR/Event/?Cateid=241&Foreword=IR%ED%96%89%EC%82%AC","high","키워드 매치: 'IR자료실'","found_quick"
"하림펫푸드","반려동물","https://www.harimpetfood.com","https://harimpetfood-event.com/","high","키워드 매치: '한국어
							KRW'","found_quick"
"로얄캐닌","반려동물","https://www.royalcanin.com/kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지를 찾을 수 없음. 제품 카테고리, 정보 페이지, 구입처 안내 등만 존재.","not_found"
"캐츠랑","반려동물","https://www.daeju-industry.com","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.daeju-industry.com","error"
"이나바 챠오츄르","반려동물","https://www.inaba-petfood.co.jp","https://www.inaba-petfood.co.jp/company/event.html","high","키워드 매치: '最新情報'","found_quick"
"뉴트리플랜","반려동물","https://www.dw.co.kr","","none","접속 실패: net::ERR_CERT_COMMON_NAME_INVALID at https://www.dw.co.kr","error"
"베베쿡 펫","반려동물","https://www.bebecook.com","https://www.bebecook.com/page/event","high","키워드 매치: '이벤트/혜택'","found_quick"
"펫킷","반려동물","https://petkit.co.kr","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://petkit.co.kr","error"
"펫드라이룸","반려동물","https://www.pepe.co.kr","","none","접속 실패: net::ERR_CONNECTION_TIMED_OUT at https://www.pepe.co.kr","error"
"바잇미","반려동물","https://www.biteme.co.kr","https://www.biteme.co.kr/shop/event/event_view?no=2685&allow=Y","high","키워드 매치: 'APP 설치 시 15% 할인쿠폰 즉시발급'","found_quick"
"핏펫","반려동물","https://www.fitpetmall.com","https://www.fitpetmall.com/?eventsale_location=topmenu","high","키워드 매치: '홈'","found_quick"
"어바웃펫","반려동물","https://aboutpet.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"펫프렌즈","반려동물","https://www.pet-friends.co.kr","https://m.pet-friends.co.kr/main/events","high","키워드 매치: '이벤트'","found_quick"
"하이포닉","반려동물","https://hyponic.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지가 없음. 네비게이션과 본문 링크 모두 상품, 회원, 커뮤니티, 고객센터 관련만 포함됨.","not_found"
"브릿","반려동물","https://brit-pet.com","","high","이벤트, 프로모션, 할인, 혜택, 기획전, 특가 등의 키워드가 포함된 페이지가 없음. NEWS 페이지는 뉴스/소식이며 프로모션 목록이 아님.","not_found"
"힐스펫","반려동물","https://www.hillspet.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"내추럴발란스","반려동물","https://www.naturalbalance.co.kr","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지가 없음. 제품 카테고리와 상세 페이지만 존재.","not_found"
"퓨리나","반려동물","https://www.purina.co.kr","","none","접속 실패: net::ERR_BLOCKED_BY_CLIENT at https://www.purina.co.kr","error"
"지위픽","반려동물","https://www.ziwipets.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"오리젠","반려동물","https://www.orijen.ca","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 관련 페이지를 찾을 수 없습니다. 제품 카테고리, 정보 페이지, 언어/지역 선택 링크만 존재합니다.","not_found"
"아카나","반려동물","https://www.acana.com","","high","제공된 링크 중 이벤트, 프로모션, 할인, 혜택, 기획전 등에 해당하는 페이지가 없음. 아카나는 주로 제품 카테고리와 정보 페이지로 구성되어 있으며, 별도의 이벤트/프로모션 목록 페이지가 보이지 않음.","not_found"
"현대자동차","자동차","https://www.hyundai.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"기아","자동차","https://www.kia.com","https://www.kia.com/kr#","high","키워드 매치: '이벤트'","found_quick"
"제네시스","자동차","https://www.genesis.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지가 없음. 모두 차량 모델 상세, 견적, 시승 신청 링크만 포함","not_found"
"한국타이어","자동차","https://www.hankooktire.com","https://www.hankooktire.com/kr/ko/promotion.html","high","키워드 매치: '프로모션'","found_quick"
"금호타이어","자동차","https://www.kumhotire.com","https://www.kumhotire.com/ko/brd/event/list.do","high","키워드 매치: '이벤트 안내'","found_quick"
"넥센타이어","자동차","https://www.nexentire.com","https://www.nexentire.com/kr/media/event","high","키워드 매치: '이벤트'","found_quick"
"현대해상","자동차","https://www.hi.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지를 찾을 수 없음. 모두 계약 관련 서비스 링크임","not_found"
"DB손해보험","자동차","https://www.idbins.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등의 목록 페이지가 없습니다. 모두 마이페이지, 계약관리, 증명서 발급 등 개인 계약 관리 페이지입니다.","not_found"
"KB손해보험","자동차","https://www.kbinsure.co.kr","http://direct.kbinsure.co.kr/websquare/promotion.jsp?pid=1090036&code=0002&page=index","high","키워드 매치: '다이렉트보험'","found_quick"
"삼성화재","자동차","https://www.samsungfire.com","","high","제공된 링크에 이벤트/프로모션 목록 페이지가 없습니다. 모든 링크는 계약 관리, 변경, 납입 등 고객 서비스 페이지이며, 이벤트나 프로모션 관련 목록 페이지는 포함되지 않았습니다.","not_found"
"엔카","자동차","https://www.encar.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"케이카","자동차","https://www.kcar.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"KB차차차","자동차","https://www.kbchachacha.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"쏘카","자동차","https://www.socar.kr","https://www.socar.kr/benefit","high","키워드 매치: '혜택 안내'","found_quick"
"그린카","자동차","https://www.greencar.co.kr","https://www.greencar.co.kr/event/event-tab","high","키워드 매치: '혜택'","found_quick"
"테슬라 코리아","자동차","https://www.tesla.com/ko_kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지를 찾을 수 없음. 테슬라 코리아는 주문, 시승, 제품 상세, 뉴스 등의 링크만 제공하고 있으며, 별도의 이벤트/프로모션 목록 페이지가 없는 것으로 보임.","not_found"
"BMW 코리아","자동차","https://www.bmw.co.kr","https://www.bmw.co.kr/ko/more-bmw/bmw-special-sales.html","high","스페셜 세일즈(Special Sales) 모아보기 페이지가 BMW 코리아의 프로모션 및 할인 정보를 종합적으로 제공하는 목록 페이지로 가장 적합함","found_ai"
"메르세데스-벤츠","자동차","https://www.mercedes-benz.co.kr","https://www.mercedes-benz.co.kr/passengercars/brand/news-events.html","high","키워드 매치: 'News'","found_quick"
"아우디 코리아","자동차","https://www.audi.co.kr","https://www.audikoreaevent.co.kr/app/rsvt/applyServiceReservation.do","high","키워드 매치: '서비스 예약'","found_quick"
"볼보 자동차","자동차","https://www.volvocars.com/kr","","high","제공된 링크 중 이벤트/프로모션 목록 페이지가 없음. 시승 신청, 구매 캠페인 등 개별 프로모션 페이지만 있고, 이벤트/프로모션을 통합으로 보여주는 목록 페이지는 확인되지 않음","not_found"
"포르쉐 코리아","자동차","https://www.porsche.com/korea","","low","링크 부족","skip"
"렉서스 코리아","자동차","https://www.lexus.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"토요타 코리아","자동차","https://www.toyota.co.kr","https://www.toyota.co.kr/test-drive/event/","high","키워드 매치: '시승 이벤트'","found_quick"
"혼다 코리아","자동차","https://www.hondakorea.co.kr","","high","제공된 링크 중 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지가 없음. 대부분 브랜드 소개, 자동차/오토바이/체험 소개 페이지","not_found"
"포드 코리아","자동차","https://www.ford.co.kr","","low","링크 부족","skip"
"지프 코리아","자동차","https://www.jeep.co.kr","https://www.jeep.co.kr/shopping_tools/incentive_offer.html","high","키워드 매치: '프로모션'","found_quick"
"랜드로버 코리아","자동차","https://www.landrover.co.kr","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.landrover.co.kr","error"
"미니 코리아","자동차","https://www.mini.co.kr","https://www.mini.co.kr/ko_KR/home/offers/special-offers/this-month-special-offer.html","high","키워드 매치: '이 달의 프로모션'","found_quick"
"르노코리아","자동차","https://www.renaultkorea.com","","none","접속 실패: net::ERR_CERT_COMMON_NAME_INVALID at https://www.renaultkorea.com","error"
"KG모빌리티","자동차","https://www.kg-mobility.com","https://www.kg-mobility.com/","high","키워드 매치: '[KGM 공식 인증 중고차] 새해맞이 특별 프로모션 (~2/28)'","found_quick"
"하나은행","금융","https://www.kebhana.com","https://www.kebhana.com/#//HanaBank","high","키워드 매치: 'KEB하나은행우대혜택'","found_quick"
"신한은행","금융","https://www.shinhan.com","","none","접속 실패: net::ERR_CONNECTION_RESET at https://www.shinhan.com","error"
"KB국민은행","금융","https://www.kbstar.com","https://omoney.kbstar.com/quics?page=oevent&QSL=F","high","키워드 매치: '이벤트'","found_quick"
"우리은행","금융","https://www.wooribank.com","","high","제공된 링크 목록에서 '이벤트', '프로모션', '할인', '혜택', '기획전', '특가' 등의 키워드를 포함한 페이지가 없습니다. 모두 금융상품 및 뱅킹 서비스 관련 링크만 있습니다.","not_found"
"NH농협은행","금융","https://www.nhbank.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등과 관련된 페이지가 없음. 은행안내, 윤리경영, 금융소비자보호 등 기업정보 중심의 링크만 있음","not_found"
"IBK기업은행","금융","https://www.ibk.co.kr","","high","제공된 링크 목록에서 '이벤트', '프로모션', '할인', '혜택', '기획전' 등의 명시적 이벤트 페이지 링크가 없음. 은행의 거래 및 상품 관련 메뉴만 포함되어 있음","not_found"
"카카오뱅크","금융","https://www.kakaobank.com","https://www.kakaobank.com/view/report/schedule/events","high","키워드 매치: 'IR일정'","found_quick"
"케이뱅크","금융","https://www.kbanknow.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지가 없음","not_found"
"토스뱅크","금융","https://www.tossbank.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등의 관련 페이지가 없음. 모두 상품/서비스 소개, 공지사항, 고객지원 관련 링크임","not_found"
"미래에셋증권","금융","https://securities.miraeasset.com","","low","링크 부족","skip"
"삼성증권","금융","https://www.samsungpop.com","","low","링크 부족","skip"
"한국투자증권","금융","https://www.truefriend.com","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전, 특가 등의 페이지를 찾을 수 없음. 금융상품 안내, 연금 정보, 상품 가이드 등의 링크만 존재","not_found"
"키움증권","금융","https://www.kiwoom.com","","low","링크 부족","skip"
"NH투자증권","금융","https://www.nhqv.com","","low","링크 부족","skip"
"KB증권","금융","https://www.kbsec.com","https://www.kbsec.com/go.able?linkcd=m01010025","high","키워드 매치: '세제혜택펀드검색'","found_quick"
"신한투자증권","금융","https://www.shinhansec.com","","low","링크 부족","skip"
"대신증권","금융","https://www.daishin.com","https://www.daishin.com/g.ds?m=1109&p=12931&v=12831","high","키워드 매치: '이벤트 더보기'","found_quick"
"유안타증권","금융","https://www.myasset.com","https://www.myasset.com/myasset/hello/event/CU_0203000_T1.cmd","high","키워드 매치: '이벤트'","found_quick"
"현대카드","금융","https://www.hyundaicard.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"신한카드","금융","https://www.shinhancard.com","https://www.shinhancard.com/mob/MOBFM026N/MOBFM026C01.shc","high","키워드 매치: '진행중이벤트'","found_quick"
"삼성카드","금융","https://www.samsungcard.com","https://www.samsungcard.com/personal/event/ing/UHPPBE1401M0.jsp?click=gnb_benefit_event","high","키워드 매치: '이벤트'","found_quick"
"KB국민카드","금융","https://www.kbcard.com","https://card.kbcard.com/MKB/DVIEW/HMBMCXPRIMYC0009","high","키워드 매치: '카드이용실적·혜택'","found_quick"
"롯데카드","금융","https://www.lottecard.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"우리카드","금융","https://www.wooricard.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"하나카드","금융","https://www.hanacard.co.kr","","low","링크 부족","skip"
"비씨카드","금융","https://www.bccard.com","https://www.bccard.com/app/card/EvntBnftSubMainActn.do","high","키워드 매치: '이벤트/혜택'","found_quick"
"삼성생명","금융","https://www.samsunglife.com","","low","링크 부족","skip"
"한화생명","금융","https://www.hanwhalife.com","","low","링크 부족","skip"
"교보생명","금융","https://www.kyobo.co.kr","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.kyobo.co.kr","error"
"신한라이프","금융","https://www.shinhanlife.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 기획전 등의 페이지를 찾을 수 없음. 모든 링크가 보험 계약 관리, 청구, 납입 등 고객 서비스 페이지이며, '할인 및 납입유연제도'는 이벤트 목록이 아닌 상품 설명 페이지로 보임","not_found"
"흥국생명","금융","https://www.heungkuklife.co.kr","","low","링크 부족","skip"
"동양생명","금융","https://www.myangel.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"미래에셋생명","금융","https://life.miraeasset.com","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지가 없음. 공시실, 상품, 공지사항 등 기업정보와 상품안내 링크만 존재","not_found"
"메리츠화재","금융","https://www.meritzfire.com","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지를 찾을 수 없음. 보험상품몰(store.meritzfire.com)이 가장 관련성이 높지만 명확한 이벤트 목록 페이지는 없는 것으로 판단됨","not_found"
"삼성화재","금융","https://www.samsungfire.com","","high","제공된 링크 목록에 이벤트, 프로모션, 기획전 등 이벤트 목록 페이지가 없습니다. 할인 관련 링크들은 모두 특정 할인 특약 가입 페이지(개별 상세 페이지)이므로 이벤트 목록 페이지가 아닙니다.","not_found"
"현대해상","금융","https://www.hi.co.kr","","high","제공된 링크에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 목록 페이지를 찾을 수 없음. 모든 링크가 계약조회, 변경, 납입 등 고객 서비스 관련 페이지임","not_found"
"DB손해보험","금융","https://www.idbins.com","","high","제공된 링크는 모두 마이페이지, 계약관리, 납입, 증명서 발급 등 고객 서비스 페이지이며, 이벤트/프로모션/할인 목록 페이지가 없습니다. 할인 관련 링크들은 특정 할인 상품의 약관 페이지로, 이벤트 목록 페이지가 아닙니다.","not_found"
"KB손해보험","금융","https://www.kbinsure.co.kr","http://direct.kbinsure.co.kr/websquare/promotion.jsp?pid=1090036&code=0002&page=index","high","키워드 매치: '다이렉트보험'","found_quick"
"한화손해보험","금융","https://www.hwgeneralins.com","https://www.hwgeneralins.com/intro/promotion/pds-list.do","high","키워드 매치: '홍보관'","found_quick"
"흥국화재","금융","https://www.heungkukfire.co.kr","https://direct.heungkukfire.co.kr/?ccid=0524002001#/CMMOBVHCM1001","high","키워드 매치: '자동차보험 결제 이벤트 자동차보험 결제시 최대 3만원 혜택을 드려요 이벤트 결제수단으로 인터넷 가입 최종 30만원 이상 결제시 다이렉트 자동차보험 확인하기버튼'","found_quick"
"업비트","금융","https://upbit.com","https://upbit.com/apps","high","키워드 매치: '혜택·이벤트'","found_quick"
"빗썸","금융","https://www.bithumb.com","https://www.bithumb.com/react/event/trade_ranking","high","키워드 매치: '주문 랭킹전'","found_quick"
"코인원","금융","https://coinone.co.kr","https://coinone.co.kr/info/notice/5151","high","키워드 매치: '이벤트
[거래 인증 이벤트] HPP 거래 인증하면 혜택 드려요!
2026.02.13'","found_quick"
"코빗","금융","https://www.korbit.co.kr","https://www.korbit.co.kr/service/benefit-guide/","high","키워드 매치: '혜택 가이드코빗만의 특별한 혜택들을 확인해 보세요'","found_quick"
